City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Witu,KE,-2.3889,40.4382,80.76,84,100,6.17,overcast clouds
697,Nouadhibou,MR,20.931,-17.0347,69.46,76,0,18.66,clear sky
698,Stropkov,SK,49.2021,21.6522,45.34,83,35,3.27,scattered clouds
699,Nizhnevartovsk,RU,60.9344,76.5531,8.62,92,100,13.42,light snow
700,Bubaque,GW,11.2833,-15.8333,83.43,68,51,11.14,broken clouds
701,Cap Malheureux,MU,-19.9842,57.6142,71.47,69,88,7.0,overcast clouds
702,Ust'-Kulom,RU,61.6864,53.6902,14.23,88,100,8.66,overcast clouds
703,Gorzów Wielkopolski,PL,52.7368,15.2288,43.84,80,2,1.99,clear sky
704,San Carlos,VE,9.6612,-68.5827,87.58,59,53,3.58,broken clouds
705,Paragominas,BR,-2.9667,-47.4833,85.03,67,78,1.95,broken clouds
706,Jardim,BR,-21.4803,-56.1381,80.02,80,100,5.61,overcast clouds
